src,dst,year
1,827,1997
7,3801,1997
7,5423,1997
7,6206,1997
7,6281,1997
7,7216,1997
9,2026,1997
9,7668,1997
9,8056,1997
9,8188,1997
9,8822,1997
10,11,1997
10,12,1997
10,348,1997
11,12,1997
11,1849,1997
11,8332,1997
12,348,1997
13,4898,1997
13,6245,1997
15,1532,1997
20,3130,1997
20,5227,1997
20,6226,1997
20,6485,1997
20,7401,1997
20,8346,1997
24,193,1997
24,1352,1997
24,7926,1997
24,8060,1997
24,8774,1997
26,83,1997
26,84,1997
26,1600,1997
26,8709,1997
27,28,1997
28,7675,1997
28,8853,1997
29,747,1997
29,6946,1997
36,8324,1997
37,7452,1997
37,8003,1997
37,8127,1997
38,4654,1997
38,5489,1997
38,7085,1997
39,3433,1997
39,7757,1997
39,8672,1997
40,2888,1997
40,4958,1997
40,5206,1997
44,2399,1997
47,4847,1997
47,5430,1997
47,6282,1997
47,8255,1997
47,8256,1997
47,8257,1997
52,862,1997
52,863,1997
53,2328,1997
53,5857,1997
53,8529,1997
62,8762,1997
63,535,1997
63,2635,1997
63,6231,1997
65,5194,1997
65,7878,1997
65,7879,1997
66,594,1997
66,7664,1997
66,7665,1997
67,547,1997
67,7988,1997
67,7989,1997
83,84,1997
83,91,1997
83,748,1997
83,1600,1997
83,3417,1997
83,3976,1997
83,5380,1997
83,6284,1997
83,6385,1997
83,6929,1997
83,7385,1997
83,7729,1997
83,8414,1997
83,8709,1997
84,91,1997
84,748,1997
84,1600,1997
84,3417,1997
84,3976,1997
84,5380,1997
84,6284,1997
84,6385,1997
84,6929,1997
84,7385,1997
84,7729,1997
84,8414,1997
84,8709,1997
91,5094,1997
91,6284,1997
93,249,1997
93,1815,1997
93,6133,1997
93,7679,1997
93,7680,1997
101,5704,1997
101,8086,1997
101,8507,1997
101,8715,1997
101,8716,1997
105,108,1997
105,2539,1997
105,7959,1997
108,2539,1997
108,7959,1997
115,116,1997
115,1012,1997
115,2972,1997
115,6459,1997
115,8124,1997
115,8253,1997
115,8254,1997
116,775,1997
116,1675,1997
116,2972,1997
116,6433,1997
116,6459,1997
116,7848,1997
116,8124,1997
117,436,1997
117,948,1997
117,5183,1997
117,6343,1997
117,7921,1997
135,2195,1997
135,8055,1997
136,722,1997
136,3226,1997
136,7064,1997
136,7066,1997
136,7177,1997
136,8086,1997
142,2626,1997
142,5959,1997
142,6745,1997
145,826,1997
145,827,1997
147,5540,1997
147,7450,1997
160,519,1997
160,2458,1997
160,2907,1997
160,3226,1997
160,4934,1997
162,1775,1997
162,6071,1997
172,1040,1997
174,1471,1997
174,8029,1997
179,1390,1997
179,2940,1997
179,5876,1997
179,6353,1997
179,6386,1997
179,6650,1997
179,8205,1997
179,8206,1997
179,8207,1997
188,3776,1997
188,5975,1997
188,6150,1997
188,7131,1997
188,7132,1997
188,7834,1997
189,305,1997
189,675,1997
189,677,1997
189,1360,1997
189,1361,1997
189,1954,1997
193,1352,1997
193,5352,1997
195,1031,1997
195,2724,1997
198,2289,1997
198,6606,1997
202,1210,1997
202,1214,1997
202,6477,1997
202,7897,1997
202,8802,1997
224,7667,1997
227,8889,1997
230,789,1997
231,909,1997
231,2350,1997
231,8918,1997
232,672,1997
232,5092,1997
232,7756,1997
233,365,1997
233,366,1997
233,432,1997
233,5359,1997
233,7763,1997
245,2296,1997
245,3769,1997
245,5223,1997
245,8051,1997
245,8160,1997
245,8161,1997
245,8162,1997
245,8163,1997
245,8164,1997
245,8165,1997
245,8166,1997
245,8167,1997
245,8168,1997
245,8169,1997
245,8170,1997
245,8171,1997
245,8172,1997
245,8173,1997
245,8804,1997
245,8805,1997
249,584,1997
249,3075,1997
249,6133,1997
249,7823,1997
263,2535,1997
265,3207,1997
266,8836,1997
272,617,1997
272,863,1997
272,2111,1997
272,5117,1997
272,8080,1997
272,8347,1997
279,8855,1997
284,5362,1997
284,5363,1997
286,1674,1997
286,3596,1997
286,4085,1997
286,5086,1997
286,7702,1997
286,7802,1997
287,288,1997
287,289,1997
287,1722,1997
287,4662,1997
287,7007,1997
287,7981,1997
287,7982,1997
287,7983,1997
287,7984,1997
287,7985,1997
288,289,1997
288,1374,1997
288,1941,1997
288,1942,1997
288,3137,1997
288,3600,1997
288,4662,1997
288,5485,1997
288,6672,1997
288,6790,1997
288,7007,1997
288,7981,1997
288,7982,1997
288,7983,1997
288,7984,1997
288,7985,1997
289,1374,1997
289,1722,1997
289,3600,1997
289,4662,1997
289,7007,1997
294,295,1997
300,1258,1997
300,2902,1997
300,3652,1997
300,6282,1997
300,8296,1997
300,8884,1997
301,4864,1997
301,6108,1997
301,7556,1997
305,677,1997
305,1954,1997
306,8355,1997
307,635,1997
312,7871,1997
312,7872,1997
314,315,1997
314,4018,1997
315,4018,1997
315,6955,1997
326,551,1997
326,2510,1997
326,4966,1997
326,5806,1997
326,5807,1997
327,775,1997
327,7849,1997
327,7850,1997
344,4280,1997
348,436,1997
348,3506,1997
348,3654,1997
348,3655,1997
348,4167,1997
348,7921,1997
352,1330,1997
352,7692,1997
360,1699,1997
360,2660,1997
360,8722,1997
360,8846,1997
362,369,1997
362,839,1997
365,366,1997
365,432,1997
365,3027,1997
365,5359,1997
365,7763,1997
366,432,1997
366,867,1997
369,839,1997
372,839,1997
372,2710,1997
372,3075,1997
372,4168,1997
372,8380,1997
372,8407,1997
372,8408,1997
372,8409,1997
374,1508,1997
374,8717,1997
376,584,1997
376,7648,1997
376,7927,1997
376,8695,1997
377,378,1997
377,5531,1997
378,5531,1997
387,2518,1997
401,615,1997
401,4429,1997
401,4999,1997
